// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 9 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 1 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" --output "/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 6.78 sec and exited with 0
// ***** Done, took 00:00:07 (7.85 sec)   *****
// Found 9 benchmarks:
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]

// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 0 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

WorkloadActual   5: 2048 op, 986626375.00 ns, 481.7512 us/op
WorkloadActual   6: 2048 op, 916072250.00 ns, 447.3009 us/op
WorkloadActual   7: 2048 op, 906930959.00 ns, 442.8374 us/op
WorkloadActual   8: 2048 op, 919386208.00 ns, 448.9190 us/op
WorkloadActual   9: 2048 op, 969294292.00 ns, 473.2882 us/op
WorkloadActual  10: 2048 op, 916115208.00 ns, 447.3219 us/op
WorkloadActual  11: 2048 op, 955935584.00 ns, 466.7654 us/op
WorkloadActual  12: 2048 op, 924018375.00 ns, 451.1808 us/op
WorkloadActual  13: 2048 op, 912385875.00 ns, 445.5009 us/op
WorkloadActual  14: 2048 op, 908364042.00 ns, 443.5371 us/op
WorkloadActual  15: 2048 op, 921913375.00 ns, 450.1530 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 900333959.00 ns, 439.6162 us/op
WorkloadResult   2: 2048 op, 908664709.00 ns, 443.6839 us/op
WorkloadResult   3: 2048 op, 924760209.00 ns, 451.5431 us/op
WorkloadResult   4: 2048 op, 927341668.00 ns, 452.8035 us/op
WorkloadResult   5: 2048 op, 916067584.00 ns, 447.2986 us/op
WorkloadResult   6: 2048 op, 906926293.00 ns, 442.8351 us/op
WorkloadResult   7: 2048 op, 919381542.00 ns, 448.9168 us/op
WorkloadResult   8: 2048 op, 916110542.00 ns, 447.3196 us/op
WorkloadResult   9: 2048 op, 924013709.00 ns, 451.1786 us/op
WorkloadResult  10: 2048 op, 912381209.00 ns, 445.4986 us/op
WorkloadResult  11: 2048 op, 908359376.00 ns, 443.5349 us/op
WorkloadResult  12: 2048 op, 921908709.00 ns, 450.1507 us/op
// GC:  1042 18 0 6311315376 2048
// Threading:  14336 0 2048

// AfterAll
// Benchmark Process 88365 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 2 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 106833.00 ns, 106.8330 us/op
WorkloadJitting  1: 1 op, 7147333.00 ns, 7.1473 ms/op

OverheadJitting  2: 16 op, 302416.00 ns, 18.9010 us/op
WorkloadJitting  2: 16 op, 12875041.00 ns, 804.6901 us/op

WorkloadPilot    1: 16 op, 12107792.00 ns, 756.7370 us/op
WorkloadPilot    2: 32 op, 23635583.00 ns, 738.6120 us/op
WorkloadPilot    3: 64 op, 45601084.00 ns, 712.5169 us/op
WorkloadPilot    4: 128 op, 91764667.00 ns, 716.9115 us/op
WorkloadPilot    5: 256 op, 211827708.00 ns, 827.4520 us/op
WorkloadPilot    6: 512 op, 258267250.00 ns, 504.4282 us/op
WorkloadPilot    7: 1024 op, 486274584.00 ns, 474.8775 us/op
WorkloadPilot    8: 2048 op, 926843125.00 ns, 452.5601 us/op

OverheadWarmup   1: 2048 op, 6250.00 ns, 3.0518 ns/op
OverheadWarmup   2: 2048 op, 5208.00 ns, 2.5430 ns/op
OverheadWarmup   3: 2048 op, 5167.00 ns, 2.5229 ns/op
OverheadWarmup   4: 2048 op, 5292.00 ns, 2.5840 ns/op
OverheadWarmup   5: 2048 op, 5083.00 ns, 2.4819 ns/op
OverheadWarmup   6: 2048 op, 5041.00 ns, 2.4614 ns/op
OverheadWarmup   7: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadWarmup   8: 2048 op, 5209.00 ns, 2.5435 ns/op
OverheadWarmup   9: 2048 op, 4709.00 ns, 2.2993 ns/op

OverheadActual   1: 2048 op, 4584.00 ns, 2.2383 ns/op
OverheadActual   2: 2048 op, 4875.00 ns, 2.3804 ns/op
OverheadActual   3: 2048 op, 4750.00 ns, 2.3193 ns/op
OverheadActual   4: 2048 op, 4583.00 ns, 2.2378 ns/op
OverheadActual   5: 2048 op, 4667.00 ns, 2.2788 ns/op
OverheadActual   6: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual   7: 2048 op, 4542.00 ns, 2.2178 ns/op
OverheadActual   8: 2048 op, 4542.00 ns, 2.2178 ns/op
OverheadActual   9: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  10: 2048 op, 4583.00 ns, 2.2378 ns/op
OverheadActual  11: 2048 op, 4584.00 ns, 2.2383 ns/op
OverheadActual  12: 2048 op, 4667.00 ns, 2.2788 ns/op
OverheadActual  13: 2048 op, 4583.00 ns, 2.2378 ns/op
OverheadActual  14: 2048 op, 4625.00 ns, 2.2583 ns/op
OverheadActual  15: 2048 op, 4625.00 ns, 2.2583 ns/op

WorkloadWarmup   1: 2048 op, 966231708.00 ns, 471.7928 us/op
WorkloadWarmup   2: 2048 op, 962995500.00 ns, 470.2126 us/op
WorkloadWarmup   3: 2048 op, 959887292.00 ns, 468.6950 us/op
WorkloadWarmup   4: 2048 op, 916386292.00 ns, 447.4542 us/op
WorkloadWarmup   5: 2048 op, 921914292.00 ns, 450.1535 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 930868417.00 ns, 454.5256 us/op
WorkloadActual   2: 2048 op, 950939750.00 ns, 464.3260 us/op
WorkloadActual   3: 2048 op, 941827459.00 ns, 459.8767 us/op
WorkloadActual   4: 2048 op, 942500917.00 ns, 460.2055 us/op
WorkloadActual   5: 2048 op, 933698875.00 ns, 455.9077 us/op
WorkloadActual   6: 2048 op, 933870375.00 ns, 455.9914 us/op
WorkloadActual   7: 2048 op, 969340416.00 ns, 473.3108 us/op
WorkloadActual   8: 2048 op, 936994750.00 ns, 457.5170 us/op
WorkloadActual   9: 2048 op, 954299542.00 ns, 465.9666 us/op
WorkloadActual  10: 2048 op, 947252250.00 ns, 462.5255 us/op
WorkloadActual  11: 2048 op, 932684958.00 ns, 455.4126 us/op
WorkloadActual  12: 2048 op, 932068333.00 ns, 455.1115 us/op
WorkloadActual  13: 2048 op, 941331750.00 ns, 459.6346 us/op
WorkloadActual  14: 2048 op, 939152459.00 ns, 458.5705 us/op
WorkloadActual  15: 2048 op, 928829083.00 ns, 453.5298 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 930863833.00 ns, 454.5234 us/op
WorkloadResult   2: 2048 op, 950935166.00 ns, 464.3238 us/op
WorkloadResult   3: 2048 op, 941822875.00 ns, 459.8745 us/op
WorkloadResult   4: 2048 op, 942496333.00 ns, 460.2033 us/op
WorkloadResult   5: 2048 op, 933694291.00 ns, 455.9054 us/op
WorkloadResult   6: 2048 op, 933865791.00 ns, 455.9892 us/op
WorkloadResult   7: 2048 op, 936990166.00 ns, 457.5147 us/op
WorkloadResult   8: 2048 op, 954294958.00 ns, 465.9643 us/op
WorkloadResult   9: 2048 op, 947247666.00 ns, 462.5233 us/op
WorkloadResult  10: 2048 op, 932680374.00 ns, 455.4103 us/op
WorkloadResult  11: 2048 op, 932063749.00 ns, 455.1093 us/op
WorkloadResult  12: 2048 op, 941327166.00 ns, 459.6324 us/op
WorkloadResult  13: 2048 op, 939147875.00 ns, 458.5683 us/op
WorkloadResult  14: 2048 op, 928824499.00 ns, 453.5276 us/op
// GC:  1042 18 0 6311366032 2048
// Threading:  14336 0 2048

// AfterAll
// Benchmark Process 88392 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 2 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 113667.00 ns, 113.6670 us/op
WorkloadJitting  1: 1 op, 6912542.00 ns, 6.9125 ms/op

OverheadJitting  2: 16 op, 298959.00 ns, 18.6849 us/op
WorkloadJitting  2: 16 op, 12451125.00 ns, 778.1953 us/op

WorkloadPilot    1: 16 op, 11247834.00 ns, 702.9896 us/op
WorkloadPilot    2: 32 op, 24107833.00 ns, 753.3698 us/op
WorkloadPilot    3: 64 op, 49959041.00 ns, 780.6100 us/op
WorkloadPilot    4: 128 op, 109382875.00 ns, 854.5537 us/op
WorkloadPilot    5: 256 op, 126045333.00 ns, 492.3646 us/op
WorkloadPilot    6: 512 op, 283643708.00 ns, 553.9916 us/op
WorkloadPilot    7: 1024 op, 483755958.00 ns, 472.4179 us/op
WorkloadPilot    8: 2048 op, 986638917.00 ns, 481.7573 us/op

OverheadWarmup   1: 2048 op, 13625.00 ns, 6.6528 ns/op
OverheadWarmup   2: 2048 op, 5542.00 ns, 2.7061 ns/op
OverheadWarmup   3: 2048 op, 4958.00 ns, 2.4209 ns/op
OverheadWarmup   4: 2048 op, 5166.00 ns, 2.5225 ns/op
OverheadWarmup   5: 2048 op, 5125.00 ns, 2.5024 ns/op
OverheadWarmup   6: 2048 op, 4959.00 ns, 2.4214 ns/op
OverheadWarmup   7: 2048 op, 5083.00 ns, 2.4819 ns/op
OverheadWarmup   8: 2048 op, 4917.00 ns, 2.4009 ns/op

OverheadActual   1: 2048 op, 5167.00 ns, 2.5229 ns/op
OverheadActual   2: 2048 op, 5500.00 ns, 2.6855 ns/op
OverheadActual   3: 2048 op, 5500.00 ns, 2.6855 ns/op
OverheadActual   4: 2048 op, 5042.00 ns, 2.4619 ns/op
OverheadActual   5: 2048 op, 4708.00 ns, 2.2988 ns/op
OverheadActual   6: 2048 op, 4584.00 ns, 2.2383 ns/op
OverheadActual   7: 2048 op, 4583.00 ns, 2.2378 ns/op
OverheadActual   8: 2048 op, 4542.00 ns, 2.2178 ns/op
OverheadActual   9: 2048 op, 4959.00 ns, 2.4214 ns/op
OverheadActual  10: 2048 op, 4917.00 ns, 2.4009 ns/op
OverheadActual  11: 2048 op, 4958.00 ns, 2.4209 ns/op
OverheadActual  12: 2048 op, 5042.00 ns, 2.4619 ns/op
OverheadActual  13: 2048 op, 4959.00 ns, 2.4214 ns/op
OverheadActual  14: 2048 op, 5125.00 ns, 2.5024 ns/op
OverheadActual  15: 2048 op, 4625.00 ns, 2.2583 ns/op
OverheadActual  16: 2048 op, 4416.00 ns, 2.1563 ns/op
OverheadActual  17: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  18: 2048 op, 4625.00 ns, 2.2583 ns/op
OverheadActual  19: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  20: 2048 op, 4542.00 ns, 2.2178 ns/op

WorkloadWarmup   1: 2048 op, 938119291.00 ns, 458.0661 us/op
WorkloadWarmup   2: 2048 op, 944904042.00 ns, 461.3789 us/op
WorkloadWarmup   3: 2048 op, 919925959.00 ns, 449.1826 us/op
WorkloadWarmup   4: 2048 op, 917385209.00 ns, 447.9420 us/op
WorkloadWarmup   5: 2048 op, 948513667.00 ns, 463.1414 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 925497833.00 ns, 451.9032 us/op
WorkloadActual   2: 2048 op, 932129583.00 ns, 455.1414 us/op
WorkloadActual   3: 2048 op, 922787458.00 ns, 450.5798 us/op
WorkloadActual   4: 2048 op, 936365750.00 ns, 457.2098 us/op
WorkloadActual   5: 2048 op, 937048875.00 ns, 457.5434 us/op
WorkloadActual   6: 2048 op, 969408833.00 ns, 473.3442 us/op
WorkloadActual   7: 2048 op, 913109584.00 ns, 445.8543 us/op
WorkloadActual   8: 2048 op, 914561959.00 ns, 446.5635 us/op
WorkloadActual   9: 2048 op, 911094667.00 ns, 444.8704 us/op
WorkloadActual  10: 2048 op, 973744458.00 ns, 475.4612 us/op
WorkloadActual  11: 2048 op, 937283292.00 ns, 457.6579 us/op
WorkloadActual  12: 2048 op, 938154708.00 ns, 458.0834 us/op
WorkloadActual  13: 2048 op, 1028534958.00 ns, 502.2143 us/op
WorkloadActual  14: 2048 op, 982212583.00 ns, 479.5960 us/op
WorkloadActual  15: 2048 op, 962035875.00 ns, 469.7441 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 925493020.50 ns, 451.9009 us/op
WorkloadResult   2: 2048 op, 932124770.50 ns, 455.1390 us/op
WorkloadResult   3: 2048 op, 922782645.50 ns, 450.5775 us/op
WorkloadResult   4: 2048 op, 936360937.50 ns, 457.2075 us/op
WorkloadResult   5: 2048 op, 937044062.50 ns, 457.5410 us/op
WorkloadResult   6: 2048 op, 969404020.50 ns, 473.3418 us/op
WorkloadResult   7: 2048 op, 913104771.50 ns, 445.8519 us/op
WorkloadResult   8: 2048 op, 914557146.50 ns, 446.5611 us/op
WorkloadResult   9: 2048 op, 911089854.50 ns, 444.8681 us/op
WorkloadResult  10: 2048 op, 973739645.50 ns, 475.4588 us/op
WorkloadResult  11: 2048 op, 937278479.50 ns, 457.6555 us/op
WorkloadResult  12: 2048 op, 938149895.50 ns, 458.0810 us/op
WorkloadResult  13: 2048 op, 982207770.50 ns, 479.5936 us/op
WorkloadResult  14: 2048 op, 962031062.50 ns, 469.7417 us/op
// GC:  1042 18 0 6311436336 2048
// Threading:  14336 1 2048

// AfterAll
// Benchmark Process 88399 has exited with code 0.

Mean = 455.174 us, StdErr = 1.431 us (0.31%), N = 40, StdDev = 9.051 us
Min = 439.616 us, Q1 = 448.517 us, Median = 455.124 us, Q3 = 458.834 us, Max = 479.594 us
IQR = 10.317 us, LowerFence = 433.042 us, UpperFence = 474.310 us
ConfidenceInterval = [450.082 us; 460.266 us] (CI 99.9%), Margin = 5.092 us (1.12% of Mean)
Skewness = 0.71, Kurtosis = 3.23, MValue = 2

// ** Remained 6 (66.7%) benchmark(s) to run. Estimated finish 2026-07-31 0:36 (0h 5m from now) **
// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 109 110 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 3 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 1081750.00 ns, 1.0818 ms/op
WorkloadJitting  1: 1 op, 28984625.00 ns, 28.9846 ms/op

OverheadJitting  2: 16 op, 434166.00 ns, 27.1354 us/op
WorkloadJitting  2: 16 op, 297909416.00 ns, 18.6193 ms/op

WorkloadPilot    1: 16 op, 233526458.00 ns, 14.5954 ms/op
WorkloadPilot    2: 32 op, 451760875.00 ns, 14.1175 ms/op
WorkloadPilot    3: 64 op, 918119375.00 ns, 14.3456 ms/op

OverheadWarmup   1: 64 op, 3542.00 ns, 55.3438 ns/op
OverheadWarmup   2: 64 op, 1459.00 ns, 22.7969 ns/op
OverheadWarmup   3: 64 op, 1292.00 ns, 20.1875 ns/op
OverheadWarmup   4: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadWarmup   5: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadWarmup   6: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadWarmup   7: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadWarmup   8: 64 op, 750.00 ns, 11.7188 ns/op

OverheadActual   1: 64 op, 667.00 ns, 10.4219 ns/op
OverheadActual   2: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual   3: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual   4: 64 op, 541.00 ns, 8.4531 ns/op
OverheadActual   5: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual   6: 64 op, 83.00 ns, 1.2969 ns/op
OverheadActual   7: 64 op, 417.00 ns, 6.5156 ns/op
OverheadActual   8: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual   9: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  10: 64 op, 3125.00 ns, 48.8281 ns/op
OverheadActual  11: 64 op, 1292.00 ns, 20.1875 ns/op
OverheadActual  12: 64 op, 1042.00 ns, 16.2813 ns/op
OverheadActual  13: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  14: 64 op, 1708.00 ns, 26.6875 ns/op
OverheadActual  15: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual  16: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadActual  17: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual  18: 64 op, 1041.00 ns, 16.2656 ns/op
OverheadActual  19: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual  20: 64 op, 750.00 ns, 11.7188 ns/op

WorkloadWarmup   1: 64 op, 883325458.00 ns, 13.8020 ms/op
WorkloadWarmup   2: 64 op, 928490750.00 ns, 14.5077 ms/op
WorkloadWarmup   3: 64 op, 881506417.00 ns, 13.7735 ms/op
WorkloadWarmup   4: 64 op, 841712625.00 ns, 13.1518 ms/op
WorkloadWarmup   5: 64 op, 904692500.00 ns, 14.1358 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 866923542.00 ns, 13.5457 ms/op
WorkloadActual   2: 64 op, 858672167.00 ns, 13.4168 ms/op
WorkloadActual   3: 64 op, 857008125.00 ns, 13.3908 ms/op
WorkloadActual   4: 64 op, 856082500.00 ns, 13.3763 ms/op
WorkloadActual   5: 64 op, 846704917.00 ns, 13.2298 ms/op
WorkloadActual   6: 64 op, 862386750.00 ns, 13.4748 ms/op
WorkloadActual   7: 64 op, 837853666.00 ns, 13.0915 ms/op
WorkloadActual   8: 64 op, 845825250.00 ns, 13.2160 ms/op
WorkloadActual   9: 64 op, 865724125.00 ns, 13.5269 ms/op
WorkloadActual  10: 64 op, 874041250.00 ns, 13.6569 ms/op
WorkloadActual  11: 64 op, 843986500.00 ns, 13.1873 ms/op
WorkloadActual  12: 64 op, 849486875.00 ns, 13.2732 ms/op
WorkloadActual  13: 64 op, 845724459.00 ns, 13.2144 ms/op
WorkloadActual  14: 64 op, 824437208.00 ns, 12.8818 ms/op
WorkloadActual  15: 64 op, 820736083.00 ns, 12.8240 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 866922667.00 ns, 13.5457 ms/op
WorkloadResult   2: 64 op, 858671292.00 ns, 13.4167 ms/op
WorkloadResult   3: 64 op, 857007250.00 ns, 13.3907 ms/op
WorkloadResult   4: 64 op, 856081625.00 ns, 13.3763 ms/op
WorkloadResult   5: 64 op, 846704042.00 ns, 13.2298 ms/op
WorkloadResult   6: 64 op, 862385875.00 ns, 13.4748 ms/op
WorkloadResult   7: 64 op, 837852791.00 ns, 13.0914 ms/op
WorkloadResult   8: 64 op, 845824375.00 ns, 13.2160 ms/op
WorkloadResult   9: 64 op, 865723250.00 ns, 13.5269 ms/op
WorkloadResult  10: 64 op, 874040375.00 ns, 13.6569 ms/op
WorkloadResult  11: 64 op, 843985625.00 ns, 13.1873 ms/op
WorkloadResult  12: 64 op, 849486000.00 ns, 13.2732 ms/op
WorkloadResult  13: 64 op, 845723584.00 ns, 13.2144 ms/op
WorkloadResult  14: 64 op, 824436333.00 ns, 12.8818 ms/op
WorkloadResult  15: 64 op, 820735208.00 ns, 12.8240 ms/op
// GC:  617 0 0 3871816672 64
// Threading:  0 0 64

// AfterAll
// Benchmark Process 88427 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 3 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 122959.00 ns, 122.9590 us/op
WorkloadJitting  1: 1 op, 28359208.00 ns, 28.3592 ms/op

OverheadJitting  2: 16 op, 412250.00 ns, 25.7656 us/op
WorkloadJitting  2: 16 op, 281425167.00 ns, 17.5891 ms/op

WorkloadPilot    1: 16 op, 208007250.00 ns, 13.0005 ms/op
WorkloadPilot    2: 32 op, 438685625.00 ns, 13.7089 ms/op
WorkloadPilot    3: 64 op, 831028500.00 ns, 12.9848 ms/op

OverheadWarmup   1: 64 op, 3583.00 ns, 55.9844 ns/op
OverheadWarmup   2: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadWarmup   3: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadWarmup   4: 64 op, 1208.00 ns, 18.8750 ns/op
OverheadWarmup   5: 64 op, 1334.00 ns, 20.8438 ns/op
OverheadWarmup   6: 64 op, 1208.00 ns, 18.8750 ns/op
OverheadWarmup   7: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadWarmup   8: 64 op, 959.00 ns, 14.9844 ns/op

OverheadActual   1: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual   2: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual   3: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadActual   4: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual   5: 64 op, 958.00 ns, 14.9688 ns/op
